material,weight_capacity,fragility,recyclability,co2_score,strength,biodegradability,co2_impact_index,eco_score
Bioplastic,1441,Low,1,1.009,7.205,7,0.000700208188757807,6.991
Metal,1833,High,1,3.299,9.165,5,0.0017997817785051827,2.701
Paper,342,Low,1,0.308,1.71,9,0.0009005847953216374,9.692
Glass,1057,High,1,1.585,5.285,6,0.001499526963103122,5.415
Ceramic,1645,Low,1,1.974,8.225,5,0.0012,4.026
Paper,1349,Medium,1,1.214,6.745,9,0.0008999258710155671,8.786
Glass,264,High,1,0.396,1.32,6,0.0015,6.604
Metal,486,Low,1,0.875,2.43,5,0.001800411522633745,5.125
Glass,593,Low,1,0.889,2.965,6,0.0014991568296795954,6.111
Paper,613,Low,1,0.552,3.065,9,0.0009004893964110931,9.448
Plastic,1816,Medium,1,3.814,9.08,2,0.002100220264317181,-0.8140000000000001
Plastic,1300,Low,1,2.73,6.5,2,0.0021,0.27
Glass,969,Low,1,1.454,4.845,6,0.001500515995872033,5.546
Plastic,117,Medium,1,0.246,0.585,2,0.0021025641025641025,2.754
Glass,1500,Medium,1,2.25,7.5,6,0.0015,4.75
Glass,894,Medium,1,1.341,4.47,6,0.0015,5.659
Glass,1958,High,1,2.937,9.79,6,0.0014999999999999998,4.063000000000001
Paper,195,Medium,0,0.175,0.975,9,0.0008974358974358973,8.825
Paper,531,Medium,1,0.478,2.655,9,0.0009001883239171375,9.522
Bioplastic,530,Medium,1,0.371,2.65,7,0.0007,7.629
Paper,689,Medium,1,0.62,3.445,9,0.0008998548621190131,9.38
Metal,1002,Low,1,1.804,5.01,5,0.0018003992015968064,4.196
Plastic,1814,High,1,3.809,9.07,2,0.002099779492833517,-0.8090000000000002
Glass,802,High,1,1.203,4.01,6,0.0015,5.797
Paper,1311,Low,0,1.18,6.555,9,0.0009000762776506483,7.82
Paper,458,Medium,1,0.412,2.29,9,0.0008995633187772926,9.588
Plastic,465,Medium,0,0.977,2.325,2,0.002101075268817204,1.0230000000000001
Metal,216,Medium,1,0.389,1.08,5,0.001800925925925926,5.611
Bioplastic,316,Low,0,0.221,1.58,7,0.0006993670886075949,6.779
Paper,398,Low,1,0.358,1.99,9,0.0008994974874371859,9.642
Ceramic,1634,High,0,1.961,8.17,5,0.0012001223990208078,3.0389999999999997
Glass,1429,Medium,1,2.143,7.145,6,0.0014996501049685093,4.857
Metal,301,Medium,1,0.542,1.505,5,0.0018006644518272427,5.458
Ceramic,615,Low,1,0.738,3.075,5,0.0012,5.2620000000000005
Plastic,997,Medium,0,2.094,4.985,2,0.0021003009027081242,-0.09399999999999986
Glass,1493,Low,1,2.24,7.465,6,0.0015003348961821837,4.76
Plastic,306,High,1,0.643,1.53,2,0.002101307189542484,2.357
Ceramic,1320,Medium,1,1.584,6.6,5,0.0012000000000000001,4.416
Paper,1276,Medium,1,1.148,6.38,9,0.0008996865203761754,8.852
Bioplastic,1291,Low,1,0.904,6.455,7,0.0007002323780015492,7.096
Paper,1401,High,1,1.261,7.005,9,0.0009000713775874375,8.739
Glass,1898,Low,1,2.847,9.49,6,0.0015,4.1530000000000005
Metal,786,Medium,1,1.415,3.93,5,0.0018002544529262087,4.585
Bioplastic,1837,Low,1,1.286,9.185,7,0.0007000544365813827,6.714
Plastic,1611,Medium,0,3.383,8.055,2,0.0020999379267535694,-1.383
Bioplastic,1017,Medium,1,0.712,5.085,7,0.0007000983284169125,7.288
Metal,1047,Medium,1,1.885,5.235,5,0.0018003820439350525,4.115
Plastic,888,High,0,1.865,4.44,2,0.002100225225225225,0.135
Paper,972,Low,1,0.875,4.86,9,0.0009002057613168725,9.125
Paper,1574,Medium,1,1.417,7.87,9,0.0009002541296060991,8.583
Ceramic,1440,Low,1,1.728,7.2,5,0.0012,4.272
Plastic,415,Medium,1,0.872,2.075,2,0.0021012048192771086,2.128
Glass,857,Low,1,1.286,4.285,6,0.001500583430571762,5.714
Plastic,1872,Medium,1,3.931,9.36,2,0.0020998931623931625,-0.931
Paper,903,High,1,0.813,4.515,9,0.0009003322259136213,9.187
Plastic,452,Low,1,0.949,2.26,2,0.0020995575221238938,2.051
Metal,1949,Medium,1,3.508,9.745,5,0.0017998973832734737,2.492
Plastic,1009,Medium,1,2.119,5.045,2,0.0021000991080277506,0.8809999999999998
Paper,1679,Low,1,1.511,8.395,9,0.0008999404407385348,8.489
Plastic,202,Medium,0,0.424,1.01,2,0.002099009900990099,1.576
Plastic,1121,Medium,0,2.354,5.605,2,0.0020999107939339875,-0.3540000000000001
Paper,926,Low,1,0.833,4.63,9,0.0008995680345572353,9.167
Ceramic,1280,Low,1,1.536,6.4,5,0.0012000000000000001,4.464
Metal,286,Medium,1,0.515,1.43,5,0.0018006993006993008,5.485
Ceramic,1858,Medium,0,2.23,9.29,5,0.00120021528525296,2.77
Glass,770,High,0,1.155,3.85,6,0.0015,4.845
Glass,519,Medium,1,0.778,2.595,6,0.0014990366088631986,6.2219999999999995
Plastic,366,Low,1,0.769,1.83,2,0.0021010928961748636,2.231
Plastic,143,Medium,1,0.3,0.715,2,0.002097902097902098,2.7
Paper,1439,Low,1,1.295,7.195,9,0.0008999305072967338,8.705
Bioplastic,308,Low,1,0.216,1.54,7,0.0007012987012987013,7.784
Plastic,745,Low,1,1.565,3.725,2,0.0021006711409395974,1.435
Ceramic,547,High,1,0.656,2.735,5,0.0011992687385740403,5.344
Ceramic,956,Medium,0,1.147,4.78,5,0.0011997907949790796,3.8529999999999998
Glass,738,Medium,1,1.107,3.69,6,0.0015,5.893
Bioplastic,666,Low,1,0.466,3.33,7,0.0006996996996996998,7.534
Plastic,1753,High,1,3.681,8.765,2,0.0020998288648031945,-0.681
Metal,715,Medium,1,1.287,3.575,5,0.0018,4.713
Glass,544,High,1,0.816,2.72,6,0.0014999999999999998,6.184
Paper,735,Low,1,0.661,3.675,9,0.0008993197278911565,9.339
Paper,1923,Medium,1,1.731,9.615,9,0.0009001560062402497,8.269
Metal,1729,Low,1,3.112,8.645,5,0.0017998843262001158,2.888
Plastic,1973,Low,1,4.143,9.865,2,0.0020998479472883933,-1.1429999999999998
Metal,1949,Medium,0,3.508,9.745,5,0.0017998973832734737,1.492
Metal,1137,Medium,1,2.047,5.685,5,0.0018003518029903257,3.953
Bioplastic,678,Medium,1,0.475,3.39,7,0.0007005899705014749,7.525
Metal,1538,Low,1,2.768,7.69,5,0.0017997399219765928,3.232
Glass,177,Low,0,0.266,0.885,6,0.0015028248587570622,5.734
Ceramic,1213,High,1,1.456,6.065,5,0.0012003297609233306,4.5440000000000005
Paper,576,Low,1,0.518,2.88,9,0.0008993055555555555,9.482
Plastic,182,Low,1,0.382,0.91,2,0.002098901098901099,2.618
Ceramic,1477,Medium,1,1.772,7.385,5,0.0011997291807718349,4.228
Paper,1272,High,1,1.145,6.36,9,0.0009001572327044026,8.855
Paper,1664,Medium,1,1.498,8.32,9,0.0009002403846153846,8.502
Plastic,359,Medium,1,0.754,1.795,2,0.0021002785515320333,2.246
Plastic,1490,High,0,3.129,7.45,2,0.0021,-1.129
Metal,1386,Low,1,2.495,6.93,5,0.0018001443001443003,3.505
Paper,1325,High,1,1.192,6.625,9,0.0008996226415094339,8.808
Ceramic,1786,High,1,2.143,8.93,5,0.0011998880179171331,3.857
Plastic,358,Medium,0,0.752,1.79,2,0.002100558659217877,1.248
Ceramic,671,Low,1,0.805,3.355,5,0.0011997019374068555,5.195
Paper,620,Low,1,0.558,3.1,9,0.0009000000000000001,9.442
Plastic,510,Low,1,1.071,2.55,2,0.0021,1.929
Paper,1019,High,1,0.917,5.095,9,0.000899901864573111,9.083
Paper,1466,High,1,1.319,7.33,9,0.0008997271487039563,8.681000000000001
Glass,1900,Medium,1,2.85,9.5,6,0.0015,4.15
Paper,1655,Medium,1,1.49,8.275,9,0.0009003021148036253,8.51
Plastic,1198,Low,1,2.516,5.99,2,0.0021001669449081804,0.484
Bioplastic,1998,High,1,1.399,9.99,7,0.0007002002002002002,6.601
Bioplastic,1490,High,1,1.043,7.45,7,0.0007,6.957
Metal,818,High,1,1.472,4.09,5,0.0017995110024449877,4.5280000000000005
Ceramic,1990,Medium,1,2.388,9.95,5,0.0012,3.612
Bioplastic,108,Medium,1,0.076,0.54,7,0.0007037037037037037,7.924
Glass,1368,Medium,1,2.052,6.84,6,0.0015,4.948
Plastic,347,Low,1,0.729,1.735,2,0.002100864553314121,2.271
Plastic,643,Medium,1,1.35,3.215,2,0.002099533437013997,1.65
Ceramic,1026,Medium,1,1.231,5.13,5,0.001199805068226121,4.769
Plastic,845,Low,1,1.774,4.225,2,0.002099408284023669,1.226
Paper,1984,Low,1,1.786,9.92,9,0.0009002016129032258,8.214
Metal,159,High,0,0.286,0.795,5,0.0017987421383647798,4.714
Metal,853,High,1,1.535,4.265,5,0.0017995310668229775,4.465
Bioplastic,1789,Medium,0,1.252,8.945,7,0.0006998323085522639,5.748
Bioplastic,1807,Low,1,1.265,9.035,7,0.00070005534034311,6.735
Plastic,1613,Medium,1,3.387,8.065,2,0.0020998140111593306,-0.387
Ceramic,189,High,1,0.227,0.945,5,0.0012010582010582012,5.773
Plastic,1206,Low,0,2.533,6.03,2,0.0021003316749585404,-0.5329999999999999
Plastic,728,Medium,1,1.529,3.64,2,0.0021002747252747253,1.471
Glass,998,Low,1,1.497,4.99,6,0.0015,5.503
Bioplastic,1514,High,1,1.06,7.57,7,0.0007001321003963012,6.9399999999999995
Plastic,1745,Low,1,3.664,8.725,2,0.0020997134670487105,-0.6640000000000001
Ceramic,1660,Low,1,1.992,8.3,5,0.0012,4.008
Metal,1593,Medium,1,2.867,7.965,5,0.0017997489014438166,3.133
Ceramic,1399,Medium,1,1.679,6.995,5,0.0012001429592566118,4.321
Plastic,1608,Low,0,3.377,8.04,2,0.0021001243781094527,-1.3769999999999998
Paper,977,High,1,0.879,4.885,9,0.0008996929375639713,9.121
Metal,236,Medium,0,0.425,1.18,5,0.0018008474576271187,4.575
Glass,561,High,1,0.842,2.805,6,0.0015008912655971479,6.158
Plastic,1977,Medium,1,4.152,9.885,2,0.0021001517450682855,-1.1520000000000001
Bioplastic,686,Medium,0,0.48,3.43,7,0.0006997084548104956,6.52
Bioplastic,261,Low,0,0.183,1.305,7,0.0007011494252873563,6.817
Plastic,275,Low,1,0.578,1.375,2,0.0021018181818181817,2.422
Ceramic,1091,Low,1,1.309,5.455,5,0.0011998166819431715,4.691
Paper,1742,Medium,1,1.568,8.71,9,0.0009001148105625717,8.432
Ceramic,1332,Medium,1,1.598,6.66,5,0.0011996996996996997,4.402
Metal,729,High,1,1.312,3.645,5,0.0017997256515775036,4.688
Bioplastic,607,High,1,0.425,3.035,7,0.000700164744645799,7.575
Glass,258,Low,0,0.387,1.29,6,0.0015,5.6129999999999995
Ceramic,1807,Medium,1,2.168,9.035,5,0.0011997786386275596,3.832
Plastic,1387,High,0,2.913,6.935,2,0.0021002162941600577,-0.9129999999999998
Ceramic,1776,Medium,1,2.131,8.88,5,0.0011998873873873873,3.869
Plastic,465,High,1,0.977,2.325,2,0.002101075268817204,2.023
Metal,1455,High,1,2.619,7.275,5,0.0018000000000000002,3.381
Paper,147,High,1,0.132,0.735,9,0.0008979591836734694,9.868
Glass,197,Medium,1,0.295,0.985,6,0.00149746192893401,6.705
Metal,998,Low,1,1.796,4.99,5,0.0017995991983967936,4.204
Bioplastic,1134,Low,0,0.794,5.67,7,0.0007001763668430335,6.2059999999999995
Paper,1975,Low,1,1.778,9.875,9,0.0009002531645569621,8.222
Plastic,1286,High,1,2.701,6.43,2,0.002100311041990669,0.29899999999999993
Ceramic,247,Low,1,0.296,1.235,5,0.0011983805668016193,5.704
Paper,559,Medium,0,0.503,2.795,9,0.0008998211091234347,8.497
Glass,1553,Low,1,2.329,7.765,6,0.0014996780424983904,4.670999999999999
Plastic,1852,Low,1,3.889,9.26,2,0.002099892008639309,-0.8889999999999998
Bioplastic,1023,High,0,0.716,5.115,7,0.000699902248289345,6.284
Bioplastic,275,Medium,1,0.193,1.375,7,0.0007018181818181818,7.807
Glass,590,Medium,1,0.885,2.95,6,0.0015,6.115
Metal,1122,Low,1,2.02,5.61,5,0.0018003565062388591,3.98
Plastic,1762,Medium,1,3.7,8.81,2,0.0020998864926220205,-0.7000000000000002
Bioplastic,572,High,1,0.4,2.86,7,0.0006993006993006993,7.6
Paper,431,Low,0,0.388,2.155,9,0.000900232018561485,8.612
Glass,901,Medium,1,1.351,4.505,6,0.0014994450610432853,5.649
Ceramic,636,Low,0,0.763,3.18,5,0.001199685534591195,4.237
Paper,1764,Medium,1,1.588,8.82,9,0.0009002267573696146,8.411999999999999
Paper,1974,Medium,0,1.777,9.87,9,0.0009002026342451874,7.223
Ceramic,478,Low,0,0.574,2.39,5,0.001200836820083682,4.426
Glass,1329,Medium,0,1.994,6.645,6,0.0015003762227238525,4.006
Paper,1834,Medium,1,1.651,9.17,9,0.0009002181025081789,8.349
Paper,1483,Low,1,1.335,7.415,9,0.0009002022926500337,8.665
Metal,1385,Medium,1,2.493,6.925,5,0.0018,3.507
Glass,378,Low,1,0.567,1.89,6,0.0014999999999999998,6.433
Glass,1662,Medium,1,2.493,8.31,6,0.0015,4.507
Glass,1032,High,1,1.548,5.16,6,0.0015,5.452
Bioplastic,346,Low,1,0.242,1.73,7,0.000699421965317919,7.758
Metal,721,Low,0,1.298,3.605,5,0.0018002773925104023,3.702
Bioplastic,1731,High,1,1.212,8.655,7,0.0007001733102253032,6.788
Bioplastic,1088,Low,1,0.762,5.44,7,0.0007003676470588235,7.2379999999999995
Plastic,163,Medium,0,0.342,0.815,2,0.002098159509202454,1.658
Metal,1972,Medium,1,3.55,9.86,5,0.0018002028397565923,2.45
Glass,1877,Low,1,2.816,9.385,6,0.0015002663825253062,4.184
Bioplastic,774,High,0,0.542,3.87,7,0.0007002583979328166,6.458
Plastic,1499,Low,1,3.148,7.495,2,0.0021000667111407607,-0.14800000000000013
Bioplastic,333,Medium,0,0.233,1.665,7,0.0006996996996996998,6.767
Plastic,1754,Medium,1,3.683,8.77,2,0.0020997719498289623,-0.6829999999999998
Plastic,803,Medium,0,1.686,4.015,2,0.002099626400996264,0.31400000000000006
Paper,1081,High,1,0.973,5.405,9,0.0009000925069380203,9.027
Plastic,742,Low,0,1.558,3.71,2,0.0020997304582210242,0.44199999999999995
Metal,1073,Low,1,1.931,5.365,5,0.0017996272134203168,4.069
Plastic,918,High,1,1.928,4.59,2,0.0021002178649237473,1.072
Paper,1125,Medium,1,1.012,5.625,9,0.0008995555555555556,8.988
Bioplastic,1495,Medium,0,1.046,7.475,7,0.0006996655518394649,5.954
Metal,556,High,1,1.001,2.78,5,0.0018003597122302156,4.9990000000000006
Plastic,1336,Medium,1,2.806,6.68,2,0.002100299401197605,0.19399999999999995
Glass,1528,Low,1,2.292,7.64,6,0.0014999999999999998,4.708
Ceramic,734,Low,1,0.881,3.67,5,0.0012002724795640326,5.119
Ceramic,1633,Medium,1,1.96,8.165,5,0.0012002449479485608,4.04
Paper,955,High,0,0.86,4.775,9,0.0009005235602094241,8.14
Paper,221,Medium,0,0.199,1.105,9,0.0009004524886877829,8.801
Ceramic,667,Medium,1,0.8,3.335,5,0.001199400299850075,5.2
Plastic,121,High,1,0.254,0.605,2,0.0020991735537190083,2.746
Plastic,1491,Medium,1,3.131,7.455,2,0.0020999329309188464,-0.13099999999999978
Glass,756,Medium,0,1.134,3.78,6,0.0014999999999999998,4.866
Glass,359,Low,1,0.538,1.795,6,0.001498607242339833,6.462
Bioplastic,439,Low,1,0.307,2.195,7,0.0006993166287015945,7.693
Bioplastic,1236,High,1,0.865,6.18,7,0.0006998381877022653,7.135
Glass,598,Low,1,0.897,2.99,6,0.0015,6.103
Metal,1826,Low,0,3.287,9.13,5,0.0018001095290251915,1.713
Plastic,244,Low,1,0.512,1.22,2,0.002098360655737705,2.488
Paper,412,Low,1,0.371,2.06,9,0.0009004854368932039,9.629
Bioplastic,226,Medium,1,0.158,1.13,7,0.0006991150442477877,7.842
Plastic,235,Medium,1,0.493,1.175,2,0.0020978723404255317,2.507
Ceramic,840,Low,1,1.008,4.2,5,0.0012000000000000001,4.992
Bioplastic,1901,Medium,1,1.331,9.505,7,0.0007001578116780641,6.6690000000000005
Plastic,288,Low,1,0.605,1.44,2,0.0021006944444444445,2.395
Paper,1702,Low,0,1.532,8.51,9,0.000900117508813161,7.468
Glass,221,High,1,0.332,1.105,6,0.0015022624434389141,6.668
Paper,817,Low,1,0.735,4.085,9,0.0008996328029375765,9.265
Plastic,1760,Medium,0,3.696,8.8,2,0.0021000000000000003,-1.6960000000000002
Paper,1003,Medium,0,0.903,5.015,9,0.0009002991026919242,8.097
Metal,1373,Medium,1,2.471,6.865,5,0.0017997086671522214,3.529
Ceramic,495,High,1,0.594,2.475,5,0.0012,5.406
Glass,1013,Low,1,1.52,5.065,6,0.0015004935834155972,5.48
Plastic,1360,Low,1,2.856,6.8,2,0.0021,0.14400000000000013
Plastic,1145,Medium,1,2.405,5.725,2,0.0021004366812227074,0.5950000000000002
Glass,884,High,1,1.326,4.42,6,0.0015,5.6739999999999995
Bioplastic,1922,High,1,1.345,9.61,7,0.0006997918834547347,6.655
Paper,1118,Low,1,1.006,5.59,9,0.0008998211091234347,8.994
Ceramic,594,Low,1,0.713,2.97,5,0.0012003367003367003,5.287
Ceramic,911,Low,1,1.093,4.555,5,0.001199780461031833,4.907
Plastic,1068,High,1,2.243,5.34,2,0.002100187265917603,0.7570000000000001
Metal,1268,High,1,2.282,6.34,5,0.0017996845425867509,3.718
Ceramic,985,High,1,1.182,4.925,5,0.0012,4.818
Bioplastic,1977,Low,1,1.384,9.885,7,0.0007000505816894284,6.616
Ceramic,1404,Medium,1,1.685,7.02,5,0.0012001424501424502,4.3149999999999995
Glass,1226,Medium,0,1.839,6.13,6,0.0015,4.161
Paper,816,Medium,1,0.734,4.08,9,0.0008995098039215686,9.266
Ceramic,222,Low,0,0.266,1.11,5,0.0011981981981981982,4.734
Plastic,1344,High,1,2.822,6.72,2,0.002099702380952381,0.17799999999999994
Glass,1517,Medium,1,2.276,7.585,6,0.0015003295978905733,4.724
Glass,1306,Low,1,1.959,6.53,6,0.0015,5.041
Paper,767,Low,1,0.69,3.835,9,0.0008996088657105605,9.31
Bioplastic,1101,High,1,0.771,5.505,7,0.0007002724795640327,7.229
Glass,136,High,0,0.204,0.68,6,0.0014999999999999998,5.796
Ceramic,1903,Low,1,2.284,9.515,5,0.0012002101944298476,3.716
Bioplastic,798,High,0,0.559,3.99,7,0.0007005012531328322,6.441
Ceramic,1080,High,1,1.296,5.4,5,0.0012000000000000001,4.704
Ceramic,172,Low,1,0.206,0.86,5,0.001197674418604651,5.794
Plastic,1263,Medium,1,2.652,6.315,2,0.0020997624703087887,0.34799999999999986
Bioplastic,1051,Low,1,0.736,5.255,7,0.0007002854424357754,7.264
Ceramic,278,Medium,1,0.334,1.39,5,0.0012014388489208633,5.666
Paper,551,High,1,0.496,2.755,9,0.0009001814882032668,9.504
Paper,384,Low,1,0.346,1.92,9,0.0009010416666666666,9.654
Glass,1282,High,1,1.923,6.41,6,0.0015,5.077
Bioplastic,1416,Medium,0,0.991,7.08,7,0.0006998587570621468,6.009
Metal,1229,Low,0,2.212,6.145,5,0.0017998372660699758,2.788
Ceramic,838,Medium,0,1.006,4.19,5,0.0012004773269689737,3.9939999999999998
Ceramic,653,High,1,0.784,3.265,5,0.0012006125574272589,5.216
Paper,473,Medium,1,0.426,2.365,9,0.0009006342494714588,9.574
Ceramic,1563,Low,1,1.876,7.815,5,0.001200255918106206,4.1240000000000006
Ceramic,1986,High,1,2.383,9.93,5,0.0011998992950654581,3.617
Bioplastic,1608,Medium,1,1.126,8.04,7,0.0007002487562189054,6.8740000000000006
Glass,587,Medium,1,0.88,2.935,6,0.0014991482112436116,6.12
Plastic,499,Low,0,1.048,2.495,2,0.0021002004008016033,0.952
Metal,801,High,1,1.442,4.005,5,0.0018002496878901373,4.558
Ceramic,1529,Low,1,1.835,7.645,5,0.0012001308044473512,4.165
Plastic,1796,Medium,1,3.772,8.98,2,0.0021002227171492203,-0.7719999999999998
Plastic,928,Low,0,1.949,4.64,2,0.0021002155172413794,0.050999999999999934
Bioplastic,1741,Low,1,1.219,8.705,7,0.0007001723147616312,6.781
Glass,1433,Medium,1,2.15,7.165,6,0.0015003489183531052,4.85
Metal,570,Low,0,1.026,2.85,5,0.0018,3.974
Plastic,1871,Low,1,3.929,9.355,2,0.0020999465526456438,-0.9289999999999998
Ceramic,1411,Low,1,1.693,7.055,5,0.0011998582565556344,4.307
Glass,606,Low,1,0.909,3.03,6,0.0015,6.091
Ceramic,162,Medium,1,0.194,0.81,5,0.0011975308641975308,5.806
Glass,1929,Low,1,2.893,9.645,6,0.0014997407983411092,4.107
Bioplastic,111,Low,0,0.078,0.555,7,0.0007027027027027027,6.922
Ceramic,604,Medium,1,0.725,3.02,5,0.0012003311258278145,5.275
Plastic,1025,Low,1,2.152,5.125,2,0.002099512195121951,0.8479999999999999
Glass,650,Medium,1,0.975,3.25,6,0.0015,6.025
Paper,626,Low,1,0.563,3.13,9,0.0008993610223642171,9.437
Paper,659,Low,0,0.593,3.295,9,0.0008998482549317147,8.407
Glass,1625,Medium,1,2.438,8.125,6,0.0015003076923076925,4.561999999999999
Glass,980,Low,1,1.47,4.9,6,0.0015,5.53
Plastic,275,Medium,1,0.578,1.375,2,0.0021018181818181817,2.422
Ceramic,298,High,1,0.358,1.49,5,0.0012013422818791947,5.642
Ceramic,475,Low,1,0.57,2.375,5,0.0012,5.43
Metal,617,Low,0,1.111,3.085,5,0.0018006482982171799,3.8890000000000002
Glass,500,Medium,0,0.75,2.5,6,0.0015,5.25
Paper,918,High,1,0.826,4.59,9,0.0008997821350762527,9.174
Metal,106,Medium,1,0.191,0.53,5,0.0018018867924528303,5.809
Metal,193,Low,1,0.347,0.965,5,0.0017979274611398962,5.6530000000000005
Paper,929,High,1,0.836,4.645,9,0.0008998923573735199,9.164
Bioplastic,1031,Medium,1,0.722,5.155,7,0.0007002909796314258,7.2780000000000005
Glass,105,Medium,1,0.158,0.525,6,0.0015047619047619048,6.842
Ceramic,695,High,0,0.834,3.475,5,0.0012,4.166
Paper,1220,Medium,0,1.098,6.1,9,0.0009000000000000001,7.902
Bioplastic,1211,Low,0,0.848,6.055,7,0.0007002477291494632,6.152
Glass,893,High,1,1.339,4.465,6,0.0014994400895856662,5.661
Paper,1829,Medium,1,1.646,9.145,9,0.0008999453253143794,8.354
Ceramic,886,High,1,1.063,4.43,5,0.0011997742663656884,4.937
Metal,778,Medium,1,1.4,3.89,5,0.0017994858611825191,4.6
Plastic,742,Medium,1,1.558,3.71,2,0.0020997304582210242,1.442
Ceramic,945,Low,1,1.134,4.725,5,0.0012,4.866
Glass,172,Low,1,0.258,0.86,6,0.0015,6.742
Plastic,144,Low,0,0.302,0.72,2,0.002097222222222222,1.698
Glass,380,Low,1,0.57,1.9,6,0.0014999999999999998,6.43
Glass,942,Medium,0,1.413,4.71,6,0.0015,4.587
Glass,1783,Low,1,2.675,8.915,6,0.0015002804262478967,4.325
Ceramic,1630,Low,1,1.956,8.15,5,0.0012,4.0440000000000005
Plastic,725,Medium,0,1.522,3.625,2,0.0020993103448275863,0.478
Ceramic,315,Medium,1,0.378,1.575,5,0.0012000000000000001,5.622
Bioplastic,548,High,1,0.384,2.74,7,0.0007007299270072992,7.616
Paper,610,Low,1,0.549,3.05,9,0.0009000000000000001,9.451
Glass,1592,High,1,2.388,7.96,6,0.0015,4.612
Ceramic,161,Medium,0,0.193,0.805,5,0.0011987577639751552,4.807
Bioplastic,1575,Medium,1,1.103,7.875,7,0.0007003174603174603,6.897
Glass,583,Low,1,0.875,2.915,6,0.0015008576329331046,6.125
Metal,874,Medium,1,1.573,4.37,5,0.0017997711670480548,4.427
Bioplastic,1417,Low,1,0.992,7.085,7,0.0007000705716302047,7.008
Glass,1178,Low,1,1.767,5.89,6,0.0014999999999999998,5.2330000000000005
Metal,207,High,1,0.373,1.035,5,0.0018019323671497585,5.627
Plastic,1540,High,1,3.234,7.7,2,0.0021,-0.23399999999999999
Paper,147,Medium,1,0.132,0.735,9,0.0008979591836734694,9.868
Metal,1822,Medium,0,3.28,9.11,5,0.0018002195389681668,1.7200000000000002
Plastic,1550,Low,1,3.255,7.75,2,0.0021,-0.2549999999999999
Plastic,397,Medium,0,0.834,1.985,2,0.002100755667506297,1.166
Ceramic,1001,Low,1,1.201,5.005,5,0.0011998001998001998,4.7989999999999995
Ceramic,1286,Medium,1,1.543,6.43,5,0.0011998444790046656,4.457
Glass,980,Medium,0,1.47,4.9,6,0.0015,4.53
Metal,628,Medium,1,1.13,3.14,5,0.0017993630573248406,4.87
Glass,615,Medium,1,0.922,3.075,6,0.0014991869918699187,6.078
Glass,871,Low,0,1.306,4.355,6,0.0014994259471871412,4.694
Paper,1632,Low,1,1.469,8.16,9,0.0009001225490196079,8.531
Bioplastic,1341,Low,1,0.939,6.705,7,0.0007002237136465324,7.061
Plastic,438,Low,1,0.92,2.19,2,0.0021004566210045665,2.08
Glass,1421,Low,1,2.131,7.105,6,0.0014996481351161153,4.869
Bioplastic,213,High,1,0.149,1.065,7,0.0006995305164319249,7.851
Paper,1402,Low,1,1.262,7.01,9,0.0009001426533523538,8.738
Paper,1825,Low,1,1.643,9.125,9,0.0009002739726027397,8.357
Metal,1537,High,1,2.767,7.685,5,0.0018002602472348731,3.233
Glass,450,Medium,1,0.675,2.25,6,0.0015,6.325
Metal,1762,Medium,1,3.172,8.81,5,0.0018002270147559592,2.828
Plastic,1990,Medium,1,4.179,9.95,2,0.0021000000000000003,-1.1790000000000003
Glass,1320,High,1,1.98,6.6,6,0.0015,5.02
Metal,1868,High,1,3.362,9.34,5,0.0017997858672376874,2.638
Ceramic,761,High,0,0.913,3.805,5,0.0011997371879106438,4.087
Ceramic,1702,Medium,0,2.042,8.51,5,0.001199764982373678,2.958
Bioplastic,182,High,1,0.127,0.91,7,0.0006978021978021978,7.873
Plastic,1040,Low,1,2.184,5.2,2,0.0021000000000000003,0.8159999999999998
Plastic,562,Medium,0,1.18,2.81,2,0.002099644128113879,0.8200000000000001
Ceramic,1637,High,1,1.964,8.185,5,0.00119975565058033,4.036
Metal,1203,Low,1,2.165,6.015,5,0.001799667497921862,3.835
Glass,1377,Medium,1,2.066,6.885,6,0.0015003631082062454,4.934
Plastic,359,Medium,1,0.754,1.795,2,0.0021002785515320333,2.246
Paper,133,High,1,0.12,0.665,9,0.0009022556390977444,9.88
Glass,1820,Low,1,2.73,9.1,6,0.0015,4.27
Plastic,841,Medium,0,1.766,4.205,2,0.0020998810939357906,0.23399999999999999
Plastic,590,Medium,1,1.239,2.95,2,0.0021000000000000003,1.761
